,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
2826,2826,Volkswagen Vento Petrol Highline,175000,90000,Petrol,Manual,1st Owner,2010,999 cc,7.0
2827,2827,Honda Amaze VX i-DTEC,495000,100000,Diesel,Manual,1st Owner,2014,1498 cc,5.0
2828,2828,Hyundai i10 Magna 1.2 iTech SE,150000,40000,Petrol,Manual,1st Owner,2010,1248 cc,5.0
2829,2829,Renault KWID RXT,250000,50000,Petrol,Manual,1st Owner,2018,2523 cc,5.0
2830,2830,Nissan Sunny XL,210000,100000,Petrol,Manual,3rd Owner,2012,796 cc,7.0
2831,2831,Datsun RediGO 1.0 T Option,215000,5000,Petrol,Manual,1st Owner,2018,1582 cc,7.0
2832,2832,Nissan Sunny XL,210000,100000,Petrol,Manual,3rd Owner,2012,1199 cc,5.0
2833,2833,Maruti SX4 S Cross Alpha DDiS 200 SH,670000,60000,Diesel,Manual,2nd Owner,2017,1373 cc,5.0
2834,2834,Mahindra Bolero ZLX,400000,50000,Diesel,Manual,3rd Owner,2013,1999 cc,5.0
2835,2835,Maruti Alto 800 CNG LXI,200000,50000,Cng,Manual,5th Owner,2014,1199 cc,5.0
2836,2836,Hyundai Creta 1.6 CRDi SX,790000,120000,Diesel,Manual,1st Owner,2016,1498 cc,7.0
2837,2837,Tata Tiago 1.2 Revotron XT,370000,50000,Petrol,Manual,1st Owner,2018,1197 cc,5.0
2838,2838,Maruti Ertiga VXI Limited Edition,900000,20000,Petrol,Manual,1st Owner,2020,1499 cc,5.0
2839,2839,Mahindra XUV700 AX7 AT,959000,120000,Petrol,Automatic,1st Owner,2022,2179 cc,5.0
2840,2840,Tata Tiago 1.2 Revotron XZ,330000,100000,Petrol,Manual,1st Owner,2018,2993 cc,5.0
2841,2841,Honda Amaze VX i-DTEC,350000,70000,Diesel,Manual,2nd Owner,2013,1248 cc,5.0
2842,2842,Maruti Baleno Alpha,525000,50000,Petrol,Manual,2nd Owner,2022,1396 cc,5.0
2843,2843,Ford Fiesta Petrol Titanium Plus,300000,60000,Petrol,Manual,1st Owner,2012,1399 cc,5.0
2844,2844,Mahindra XUV500 AT W6 2WD,700000,70000,Diesel,Automatic,2nd Owner,2016,1798 cc,7.0
2845,2845,BMW X5 xDrive 30d,1300000,150000,Diesel,Automatic,3rd Owner,2013,1498 cc,5.0
2846,2846,Maruti Swift Dzire VDI,420000,60000,Diesel,Manual,2nd Owner,2017,814 cc,5.0
2847,2847,Tata Indigo LX TDI BSIII,100000,40000,Diesel,Manual,1st Owner,2011,1997 cc,5.0
2848,2848,Ford Figo Diesel Titanium,130000,70000,Diesel,Manual,2nd Owner,2012,1399 cc,5.0
2849,2849,Skoda Superb Elegance 1.8 TSI,360000,80000,Petrol,Manual,2nd Owner,2010,1461 cc,5.0
2850,2850,Ford Ecosport 1.5 DV5 MT Titanium,425000,120000,Diesel,Manual,2nd Owner,2014,796 cc,5.0
2851,2851,Hyundai EON Era,180000,110000,Petrol,Manual,1st Owner,2013,1582 cc,5.0
2852,2852,Mahindra Scorpio 1.99 S10,900000,80000,Diesel,Manual,1st Owner,2016,1248 cc,7.0
2853,2853,Ford Ikon 1.4 TDCi DuraTorq,110000,60000,Diesel,Manual,2nd Owner,2009,998 cc,5.0
2854,2854,Renault Duster 110PS Diesel RxZ,390000,72310,Diesel,Manual,2nd Owner,2014,1248 cc,5.0
2855,2855,Maruti Alto 800 VXI,420000,5000,Petrol,Manual,1st Owner,2022,2179 cc,5.0
2856,2856,Hyundai Verna 1.6 SX,400000,70000,Diesel,Manual,3rd Owner,2013,1298 cc,5.0
2857,2857,Maruti Swift Dzire VDI,390000,90000,Diesel,Manual,1st Owner,2015,998 cc,7.0
2858,2858,Maruti Wagon R VXI Optional,350000,90000,Petrol,Manual,1st Owner,2016,1298 cc,5.0
2859,2859,Tata Zest Quadrajet 1.3 75PS XE,610000,60000,Diesel,Manual,1st Owner,2019,1995 cc,5.0
2860,2860,Tata Safari Storme VX 4WD Varicor 400,1200000,18000,Diesel,Manual,1st Owner,2018,2523 cc,5.0
2861,2861,Maruti Swift VXI BSIII,125000,105000,Petrol,Manual,3rd Owner,2010,1197 cc,5.0
2862,2862,Maruti Wagon R LXI CNG Optional,290000,60000,Cng,Manual,3rd Owner,2015,998 cc,5.0
2863,2863,Maruti Swift 1.3 ZXI,200000,100000,Petrol,Manual,1st Owner,2010,998 cc,5.0
2864,2864,BMW 3 Series 320d,400000,120000,Diesel,Automatic,1st Owner,2009,796 cc,5.0
2865,2865,Mahindra Bolero SLE,300000,100000,Diesel,Manual,1st Owner,2010,1396 cc,5.0
2866,2866,Maruti Swift Dzire VXI,300000,60000,Petrol,Manual,2nd Owner,2012,1061 cc,5.0
2867,2867,Maruti Wagon R LXI,229999,70600,Petrol,Manual,1st Owner,2013,1499 cc,5.0
2868,2868,Maruti Wagon R VXI,478000,25000,Petrol,Manual,1st Owner,2020,1086 cc,5.0
2869,2869,Maruti Alto 800 LXI,250000,30000,Petrol,Manual,1st Owner,2016,1248 cc,5.0
2870,2870,Hyundai i20 Sportz Option 1.4 CRDi,420000,90000,Diesel,Manual,1st Owner,2015,1582 cc,5.0
2871,2871,Maruti Zen Estilo 1.1 VXI BSIII,102000,37200,Petrol,Manual,1st Owner,2007,1582 cc,5.0
2872,2872,Ford Ecosport 1.5 Ti VCT MT Ambiente,595000,90000,Petrol,Manual,1st Owner,2015,1197 cc,5.0
2873,2873,Hyundai Santro Xing GL Plus,130000,60000,Petrol,Manual,2nd Owner,2011,1497 cc,5.0
2874,2874,Maruti SX4 VDI,200000,146000,Diesel,Manual,4th Owner,2012,1498 cc,5.0
2875,2875,Hyundai Verna 1.6 CRDi EX MT,395000,80000,Diesel,Manual,2nd Owner,2013,796 cc,5.0
2876,2876,Hyundai Verna 1.6 SX,600000,80000,Diesel,Manual,2nd Owner,2014,1197 cc,5.0
2877,2877,Maruti Swift Dzire LXI,600000,25000,Petrol,Manual,1st Owner,2018,1451 cc,5.0
2878,2878,Honda City S,250000,60000,Petrol,Manual,2nd Owner,2009,1498 cc,5.0
2879,2879,Honda City i DTEC V,459999,110000,Diesel,Manual,2nd Owner,2014,1248 cc,5.0
2880,2880,Maruti Alto 800 VXI,300000,20000,Petrol,Manual,1st Owner,2017,796 cc,5.0
2881,2881,Maruti Baleno 1.2 Delta,538000,30000,Petrol,Manual,1st Owner,2018,2143 cc,5.0
2882,2882,MG Hector Sharp DCT,1600000,50000,Petrol,Automatic,1st Owner,2019,1248 cc,5.0
2883,2883,Nissan Sunny XL,275000,60000,Petrol,Manual,1st Owner,2012,1396 cc,5.0
2884,2884,Maruti Ritz VDi,300000,64000,Diesel,Manual,2nd Owner,2011,1396 cc,7.0
2885,2885,Maruti Alto 800 LXI,380000,20000,Petrol,Manual,1st Owner,2021,1498 cc,5.0
2886,2886,Mercedes-Benz C-Class 250 CDI Classic,710000,70000,Diesel,Automatic,2nd Owner,2011,1396 cc,7.0
2887,2887,Maruti Swift Dzire VDI,509999,34000,Diesel,Manual,1st Owner,2015,2179 cc,7.0
2888,2888,Hyundai Verna 1.4 VTVT,350000,60000,Petrol,Manual,3rd Owner,2012,1199 cc,5.0
2889,2889,Hyundai Verna 1.4 VTVT,350000,60000,Petrol,Manual,3rd Owner,2012,999 cc,5.0
2890,2890,Ford Aspire 1.5 TDCi Trend,400000,90000,Diesel,Manual,1st Owner,2017,1248 cc,5.0
2891,2891,Hyundai i20 Sportz Option 1.4 CRDi,550000,70000,Diesel,Manual,2nd Owner,2017,1298 cc,5.0
2892,2892,Mahindra XUV500 W6 2WD,400000,90000,Diesel,Manual,3rd Owner,2013,998 cc,5.0
2893,2893,Tata Tiago 1.2 Revotron XZ,395000,95105,Petrol,Manual,1st Owner,2019,1198 cc,5.0
2894,2894,Renault Triber RXZ EASY-R AMT,650000,20000,Petrol,Automatic,1st Owner,2020,1451 cc,7.0
2895,2895,Maruti Ertiga SHVS VDI,550000,100000,Diesel,Manual,2nd Owner,2016,796 cc,5.0
2896,2896,Maruti Swift Dzire VXi,199000,90000,Petrol,Manual,4th Owner,2009,1956 cc,5.0
2897,2897,Maruti Alto K10 2010-2014 VXI,165000,60000,Petrol,Manual,1st Owner,2012,2477 cc,7.0
2898,2898,Honda Brio V MT,260000,25000,Petrol,Manual,1st Owner,2012,1956 cc,5.0
2899,2899,MG Hector Sharp DCT,1450000,35000,Petrol,Automatic,3rd Owner,2019,814 cc,5.0
2900,2900,Maruti Alto LXi,90000,100000,Petrol,Manual,1st Owner,2007,1248 cc,5.0
2901,2901,Jeep Compass 2.0 Longitude BSIV,1300000,80000,Diesel,Manual,1st Owner,2018,998 cc,5.0
2902,2902,Mitsubishi Pajero Sport 4X4,650000,120000,Diesel,Manual,2nd Owner,2013,998 cc,4.0
2903,2903,Tata Harrier XZ BSIV,1400000,90000,Diesel,Manual,1st Owner,2019,1497 cc,4.0
2904,2904,Hyundai EON LPG Era Plus,260000,162000,Lpg,Manual,1st Owner,2016,1248 cc,5.0
2905,2905,Maruti Ertiga ZDI,450000,120000,Diesel,Manual,4th Owner,2014,3996 cc,4.0
2906,2906,Maruti Wagon R CNG LXI,509999,60000,Cng,Manual,2nd Owner,2021,3996 cc,5.0
2907,2907,Maruti Wagon R LXI CNG,490000,80000,Cng,Manual,1st Owner,2019,1998 cc,5.0
2908,2908,Honda City S,250000,120000,Petrol,Manual,2nd Owner,2010,1997 cc,5.0
2909,2909,Tata Zest Quadrajet 1.3 XMA,290000,70000,Diesel,Automatic,4th Owner,2016,1968 cc,5.0
2910,2910,Audi RS7 4.0 TFSI,17500000,7100,Petrol,Automatic,1st Owner,2021,1968 cc,5.0
2911,2911,Audi RS7 4.0 TFSI,17500000,11500,Petrol,Automatic,1st Owner,2020,1984 cc,5.0
2912,2912,Audi A4 Technology,4179999,16000,Petrol,Automatic,1st Owner,2021,1998 cc,5.0
2913,2913,Mahindra Thar LX 4-Str Hard Top,1680000,5500,Petrol,Manual,1st Owner,2022,1999 cc,5.0
2914,2914,Audi Q5 30 TDI quattro Premium Plus,2390000,56500,Diesel,Automatic,1st Owner,2016,1395 cc,5.0
2915,2915,Audi A4 35 TDI Technology Edition,1480000,45500,Diesel,Automatic,1st Owner,2014,1968 cc,5.0
2916,2916,Audi A6 45 TFSI Technology,5780000,16000,Petrol,Automatic,0th Owner,2021,1968 cc,5.0
2917,2917,Audi A4 Technology,4590000,12000,Petrol,Automatic,1st Owner,2021,1781 cc,5.0
2918,2918,Jaguar XF 2.0 Diesel Prestige,2980000,59000,Diesel,Automatic,1st Owner,2018,1798 cc,5.0
2919,2919,Audi A4 30 TFSI Technology,3379999,41000,Petrol,Automatic,1st Owner,2018,1248 cc,7.0
2920,2920,Audi Q3 35 TDI Quattro Premium,2390000,44600,Diesel,Automatic,1st Owner,2017,1368 cc,5.0
2921,2921,Audi Q3 35 TDI Quattro Premium Plus,1280000,38500,Diesel,Automatic,2nd Owner,2013,796 cc,5.0
2922,2922,Audi A4 1.8 TFSI,1480000,57500,Petrol,Automatic,3rd Owner,2013,1493 cc,5.0
2923,2923,Audi A6 35 TFSI Matrix,3379999,12000,Petrol,Automatic,1st Owner,2016,1968 cc,5.0
2924,2924,Maruti Swift VDI BSIV,329000,84703,Diesel,Manual,3rd Owner,2014,1248 cc,4.0
2925,2925,Jeep Compass 1.4 Longitude Plus AT,1689999,78000,Petrol,Automatic,1st Owner,2018,1248 cc,5.0
2926,2926,Maruti Alto 800 LXI,267000,26562,Petrol,Manual,1st Owner,2017,1199 cc,5.0
2927,2927,Mahindra Quanto C2,197000,93021,Diesel,Manual,3rd Owner,2013,1998 cc,5.0
2928,2928,Audi A4 35 TDI Technology,3279999,43900,Diesel,Automatic,1st Owner,2019,1798 cc,5.0
2929,2929,Maruti Swift VDI BSIV,392000,107813,Diesel,Manual,1st Owner,2015,1395 cc,5.0
2930,2930,Maruti Swift Dzire VDI,537000,64299,Diesel,Manual,1st Owner,2017,2354 cc,5.0
2931,2931,Tata Tiago 1.2 Revotron XT,401999,25424,Petrol,Manual,1st Owner,2019,1248 cc,5.0
2932,2932,BMW 6 Series GT 630i Luxury Line 2018-2021,5580000,20800,Petrol,Automatic,1st Owner,2019,1086 cc,5.0
2933,2933,Audi A4 35 TFSi Premium,2080000,32000,Petrol,Automatic,1st Owner,2016,1968 cc,5.0
2934,2934,Audi A4 30 TFSI Technology,3279999,27000,Petrol,Automatic,2nd Owner,2018,1498 cc,5.0
2935,2935,Honda Accord 2.4 MT,294000,80046,Petrol,Manual,3rd Owner,2010,1498 cc,5.0
2936,2936,Maruti Swift Dzire VDI,372000,104724,Diesel,Manual,2nd Owner,2014,1582 cc,5.0
2937,2937,Hyundai Santro Xing GL,79484,91693,Petrol,Manual,3rd Owner,2008,998 cc,5.0
2938,2938,Audi A6 35 TDI,1980000,85000,Diesel,Automatic,1st Owner,2015,1086 cc,5.0
2939,2939,Ford Freestyle Titanium Diesel BSIV,543000,84280,Diesel,Manual,1st Owner,2018,1197 cc,5.0
2940,2940,Honda Amaze S i-Dtech,256999,72947,Diesel,Manual,2nd Owner,2013,1248 cc,5.0
2941,2941,Hyundai Creta 1.6 SX Automatic Diesel,1427000,38507,Diesel,Automatic,1st Owner,2019,1198 cc,5.0
2942,2942,Maruti Wagon R LXI CNG,351000,60033,Cng,Manual,1st Owner,2017,998 cc,7.0
2943,2943,Hyundai i10 Magna 1.1L,256999,35355,Petrol,Manual,2nd Owner,2014,1196 cc,5.0
2944,2944,Hyundai Grand i10 Magna,373000,24027,Petrol,Manual,2nd Owner,2017,1591 cc,7.0
2945,2945,Maruti Baleno 1.3 Alpha,558000,57256,Diesel,Manual,1st Owner,2017,2179 cc,5.0
2946,2946,Honda Amaze EX i-Vtech,282000,62029,Petrol,Manual,1st Owner,2013,1197 cc,5.0
2947,2947,Maruti Wagon R LXI CNG,270000,97811,Cng,Manual,1st Owner,2014,1498 cc,5.0
2948,2948,Ford Figo Petrol ZXI,164000,54910,Petrol,Manual,1st Owner,2011,1197 cc,5.0
2949,2949,Hyundai Verna 1.6 VTVT S,537000,69271,Petrol,Manual,1st Owner,2016,1798 cc,5.0
2950,2950,Mahindra XUV500 W8 FWD,643000,122619,Diesel,Manual,2nd Owner,2015,1199 cc,5.0
2951,2951,Maruti Swift VXI,592000,23976,Petrol,Manual,1st Owner,2020,1968 cc,5.0
2952,2952,Honda Mobilio V i-DTEC,361000,159147,Diesel,Manual,1st Owner,2014,1498 cc,5.0
2953,2953,Maruti Swift Dzire VXI,330000,75384,Petrol,Manual,2nd Owner,2014,1197 cc,7.0
2954,2954,Audi A6 35 TFSI Matrix,2990000,61500,Petrol,Automatic,1st Owner,2017,2967 cc,5.0
2955,2955,Tata Tigor 1.2 Revotron XE,351000,39477,Petrol,Manual,1st Owner,2018,1197 cc,8.0
2956,2956,Audi A6 35 TDI,2580000,41000,Diesel,Automatic,2nd Owner,2016,2523 cc,5.0
2957,2957,Honda City i DTEC SV,518000,53234,Diesel,Manual,2nd Owner,2015,1582 cc,5.0
2958,2958,Maruti Swift Dzire AMT ZXI Plus,604000,67261,Petrol,Automatic,2nd Owner,2018,2494 cc,5.0
2959,2959,Audi A6 3.0 TDI Quattro Premium Plus,1380000,71000,Diesel,Automatic,3rd Owner,2014,998 cc,5.0
2960,2960,Maruti Baleno Delta,653000,8201,Petrol,Manual,1st Owner,2020,1591 cc,5.0
2961,2961,Mahindra Bolero SLE BSIII,473000,98105,Diesel,Manual,1st Owner,2015,1197 cc,5.0
2962,2962,Hyundai Verna 1.6 SX CRDI (O) AT,463000,93147,Diesel,Automatic,1st Owner,2014,1248 cc,7.0
2963,2963,Toyota Innova 2.5 GX (Diesel) 8 Seater,557000,139257,Diesel,Manual,1st Owner,2012,1582 cc,7.0
2964,2964,Maruti Alto K10 2010-2014 VXI,134000,140511,Petrol,Manual,1st Owner,2011,1086 cc,7.0
2965,2965,Hyundai Verna 1.6 EX VTVT,449000,68266,Petrol,Manual,1st Owner,2014,2982 cc,5.0
2966,2966,Hyundai i20 1.2 Magna,209000,80283,Petrol,Manual,2nd Owner,2011,1493 cc,7.0
2967,2967,Maruti Swift VDI BSIV,459000,55133,Diesel,Manual,1st Owner,2016,1196 cc,7.0
2968,2968,Hyundai Elantra CRDi SX,583000,58437,Diesel,Manual,2nd Owner,2014,998 cc,5.0
2969,2969,Hyundai Santro Xing GL,169000,117816,Petrol,Manual,1st Owner,2013,2494 cc,7.0
2970,2970,Toyota Fortuner 4x2 Manual,1180000,212661,Diesel,Manual,2nd Owner,2013,1373 cc,5.0
2971,2971,Mahindra Bolero Power Plus SLE,522000,67918,Diesel,Manual,1st Owner,2016,1399 cc,5.0
2972,2972,Maruti Eeco 7 Seater STD 2020-2022,468000,18636,Petrol,Manual,1st Owner,2022,2755 cc,5.0
2973,2973,Maruti Alto K10 LXI,200999,111556,Petrol,Manual,2nd Owner,2015,1197 cc,5.0
2974,2974,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,793000,141834,Diesel,Manual,1st Owner,2015,1197 cc,5.0
2975,2975,Maruti Ertiga VXI,411000,24920,Petrol,Manual,2nd Owner,2014,1197 cc,5.0
2976,2976,Ford Figo Diesel EXI,125000,115042,Diesel,Manual,2nd Owner,2011,1462 cc,5.0
2977,2977,Toyota Innova Crysta 2.8 ZX AT BSIV,1761000,57189,Diesel,Automatic,2nd Owner,2018,1197 cc,5.0
2978,2978,Hyundai i20 Asta 1.2,565000,10188,Petrol,Manual,1st Owner,2016,2143 cc,5.0
2979,2979,Hyundai i10 Sportz 1.2,130000,55892,Petrol,Manual,4th Owner,2008,998 cc,5.0
2980,2980,Hyundai i20 Sportz Plus BSIV,664000,38285,Petrol,Manual,1st Owner,2019,1086 cc,5.0
2981,2981,Toyota Urban cruiser Premium,927999,26523,Petrol,Manual,1st Owner,2021,998 cc,5.0
2982,2982,Hyundai i20 Sportz Plus BSIV,664000,35986,Petrol,Manual,1st Owner,2019,1461 cc,5.0
2983,2983,Mercedes-Benz CLA 200 D Sport Edition,1929000,51609,Diesel,Automatic,1st Owner,2016,1248 cc,4.0
2984,2984,Maruti Wagon R VXI Opt,413000,42561,Petrol,Manual,1st Owner,2019,1248 cc,5.0
2985,2985,Hyundai Santro Xing GLS,105000,30778,Petrol,Manual,1st Owner,2008,1086 cc,5.0
2986,2986,Maruti Wagon R LXI CNG,335000,30819,Cng,Manual,2nd Owner,2017,796 cc,5.0
2987,2987,Nissan Micra Diesel XV,139000,77464,Diesel,Manual,3rd Owner,2012,1498 cc,5.0
2988,2988,Maruti Vitara Brezza VDi,542000,55142,Diesel,Manual,1st Owner,2016,1493 cc,5.0
2989,2989,Maruti Swift Dzire ZDI,479000,64705,Diesel,Manual,2nd Owner,2015,1399 cc,5.0
2990,2990,Hyundai i10 Era 1.1,130000,83013,Petrol,Manual,4th Owner,2009,1248 cc,5.0
2991,2991,Maruti 800 AC BSIII,54430,91817,Petrol,Manual,4th Owner,2009,1968 cc,5.0
2992,2992,Honda Amaze VX i DTEC,561000,76012,Diesel,Manual,1st Owner,2018,814 cc,7.0
2993,2993,Hyundai Creta SX Opt Diesel AT,1773000,20507,Diesel,Automatic,1st Owner,2020,1199 cc,7.0
2994,2994,Ford Fiesta 1.4 ZXi TDCi ABS,174000,118039,Diesel,Manual,1st Owner,2009,1497 cc,5.0
2995,2995,Tata Zest Quadrajet 1.3 XMS,280000,169306,Diesel,Manual,1st Owner,2014,1196 cc,5.0
2996,2996,Audi A6 2.0 TDI Premium Plus,1689999,71000,Diesel,Automatic,1st Owner,2014,1493 cc,5.0
2997,2997,Hyundai EON D Lite Plus,216000,51841,Petrol,Manual,2nd Owner,2016,998 cc,5.0
2998,2998,Tata Tigor 1.2 Revotron XZ Option,413999,10098,Petrol,Manual,1st Owner,2017,1399 cc,5.0
2999,2999,Honda City i VTEC V,497000,58328,Petrol,Manual,3rd Owner,2015,1461 cc,5.0
3000,3000,Maruti Eeco 7 Seater Standard BSIV,309000,94128,Petrol,Manual,1st Owner,2018,998 cc,5.0
3001,3001,Mahindra TUV 300 T6,516000,38979,Diesel,Manual,1st Owner,2017,796 cc,5.0
3002,3002,Maruti Wagon R LXI CNG,324000,54087,Cng,Manual,1st Owner,2016,1197 cc,5.0
3003,3003,Ford Figo Diesel ZXI,126000,71969,Diesel,Manual,1st Owner,2010,1591 cc,5.0
3004,3004,Renault Duster 85PS Diesel RxE,602000,59609,Diesel,Manual,1st Owner,2018,1197 cc,7.0
3005,3005,Maruti Wagon R LXI CNG,287000,94509,Cng,Manual,1st Owner,2015,1197 cc,5.0
3006,3006,Maruti Alto 800 LXI,264000,52254,Petrol,Manual,1st Owner,2018,1198 cc,5.0
3007,3007,Maruti Swift Dzire Tour 1.2 S STD,600000,25000,Petrol,Manual,1st Owner,2018,2694 cc,5.0
3008,3008,Hyundai Verna VTVT 1.6 SX Option,907000,36006,Petrol,Manual,1st Owner,2018,2967 cc,7.0
3009,3009,Hyundai i20 Asta,191000,94264,Petrol,Manual,2nd Owner,2010,1086 cc,5.0
3010,3010,Maruti Baleno Sigma,608000,14976,Petrol,Manual,1st Owner,2022,1197 cc,5.0
3011,3011,Datsun GO T BSIV,221000,163605,Petrol,Manual,1st Owner,2017,2967 cc,5.0
3012,3012,Toyota Fortuner 2.7 2WD AT,3100000,44000,Petrol,Automatic,2nd Owner,2019,1198 cc,7.0
3013,3013,Audi Q5 3.0 TDI Quattro,994999,68000,Diesel,Automatic,3rd Owner,2011,1950 cc,5.0
3014,3014,Hyundai i10 Magna 1.1L,225000,38000,Petrol,Manual,1st Owner,2011,1248 cc,5.0
3015,3015,Maruti Swift Dzire VXI 1.2 BS IV,650000,65000,Petrol,Manual,1st Owner,2019,2179 cc,5.0
3016,3016,Audi Q7 45 TDI Quattro Premium Plus,1875000,43000,Diesel,Automatic,2nd Owner,2014,1950 cc,5.0
3017,3017,Honda Amaze E i-Vtech,360000,80000,Petrol,Manual,3rd Owner,2015,1950 cc,5.0
3018,3018,Mercedes-Benz C-Class Progressive C 220d,3900000,24000,Diesel,Automatic,2nd Owner,2020,1991 cc,5.0
3019,3019,Maruti Baleno 1.3 Delta,600000,90000,Diesel,Manual,1st Owner,2018,1997 cc,5.0
3020,3020,Mahindra Scorpio S8 7 Seater,1000000,25000,Diesel,Manual,1st Owner,2016,4367 cc,7.0
3021,3021,Mercedes-Benz GLC 220d 4MATIC,5650000,24000,Diesel,Automatic,1st Owner,2020,1998 cc,5.0
3022,3022,Mercedes-Benz GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,2021,1968 cc,7.0
3023,3023,Mercedes-Benz GLC 200,6100000,15000,Petrol,Automatic,1st Owner,2021,1997 cc,7.0
3024,3024,Jaguar F-Pace 2.0 R-Dynamic S Diesel,7400000,9900,Diesel,Automatic,1st Owner,2021,1582 cc,5.0
3025,3025,Land Rover Range Rover 4.4 Diesel LWB Autobiography,19000000,68500,Diesel,Automatic,1st Owner,2019,2998 cc,7.0
3026,3026,BMW X4 xDrive30i M Sport Silver Shadow Edition,7450000,7600,Petrol,Automatic,1st Owner,2022,2179 cc,5.0
3027,3027,Audi Q3 35 TDI Quattro Premium Plus,1475000,76000,Diesel,Automatic,2nd Owner,2016,1462 cc,5.0
3028,3028,Mahindra XUV500 1.99 FWD W8,450000,120000,Diesel,Manual,2nd Owner,2013,2523 cc,7.0
3029,3029,Hyundai Verna 1.6 CRDi SX,520000,120000,Diesel,Manual,2nd Owner,2016,2487 cc,5.0
3030,3030,BMW X7 xDrive 40i,11500000,39000,Petrol,Automatic,1st Owner,2019,2497 cc,5.0
3031,3031,Mahindra Scorpio S10 7 Seater,1125000,88000,Diesel,Manual,1st Owner,2017,2982 cc,7.0
3032,3032,Maruti Grand Vitara Delta AT,1450000,2000,Petrol,Automatic,1st Owner,2022,998 cc,7.0
3033,3033,Mahindra Bolero ZLX,750000,40000,Diesel,Manual,1st Owner,2019,2143 cc,5.0
3034,3034,Toyota Camry Hybrid 2.5,4090000,20000,Petrol,Automatic,1st Owner,2019,2179 cc,5.0
3035,3035,Mercedes-Benz E-Class E240 V6 AT,500000,110000,Petrol,Automatic,2nd Owner,2006,1248 cc,5.0
3036,3036,Toyota Fortuner 3.0 Diesel,850000,80000,Diesel,Manual,3rd Owner,2011,1598 cc,5.0
3037,3037,Maruti Zen Estilo LXI BSIII,100000,110000,Petrol,Manual,3rd Owner,2008,1950 cc,8.0
3038,3038,Mercedes-Benz GLE 250d,4400000,49000,Diesel,Automatic,1st Owner,2017,1498 cc,5.0
3039,3039,Tata Safari Storme VX,320000,145000,Diesel,Manual,3rd Owner,2013,998 cc,5.0
3040,3040,Maruti Ertiga ZDI,500000,40000,Diesel,Manual,2nd Owner,2012,2494 cc,5.0
3041,3041,Volkswagen Vento IPL II Petrol Trendline,125000,100000,Petrol,Manual,3rd Owner,2010,1995 cc,5.0
3042,3042,Mercedes-Benz E-Class Expression E 220 d BSIV,5800000,17000,Diesel,Automatic,1st Owner,2020,1396 cc,5.0
3043,3043,Volkswagen Polo Exquisite 1.5 TDI Highline,490000,100000,Diesel,Manual,1st Owner,2015,1198 cc,7.0
3044,3044,Maruti Wagon R VXI BS IV,190000,100000,Petrol,Manual,1st Owner,2011,1396 cc,4.0
3045,3045,Toyota Innova 2.5 G (Diesel) 8 Seater,600000,120000,Diesel,Manual,2nd Owner,2013,1950 cc,8.0
3046,3046,BMW X3 xDrive 20d Luxury Line,6000000,19000,Diesel,Automatic,1st Owner,2021,1997 cc,5.0
3047,3047,Hyundai i20 Sportz 1.4 CRDi,650000,60000,Diesel,Manual,2nd Owner,2017,796 cc,7.0
3048,3048,Nissan Micra Active XV Petrol,400000,25000,Petrol,Manual,1st Owner,2018,2179 cc,5.0
3049,3049,Tata Indigo LX BSIV,185000,100000,Diesel,Manual,1st Owner,2012,1997 cc,5.0
3050,3050,Mercedes-Benz GLC Coupe 300d 4MATIC,7150000,24900,Diesel,Automatic,1st Owner,2021,1498 cc,7.0
3051,3051,Mahindra Scorpio 1.99 S10 4WD,1000000,70000,Diesel,Manual,1st Owner,2015,1120 cc,5.0
3052,3052,Maruti 800 AC,200000,70000,Petrol,Manual,1st Owner,2014,999 cc,7.0
3053,3053,Mahindra Scorpio 2.6 CRDe,350000,100000,Diesel,Manual,2nd Owner,2006,4461 cc,8.0
3054,3054,Jaguar XF 2.0 Petrol Prestige,4700000,7500,Petrol,Automatic,1st Owner,2020,1248 cc,5.0
3055,3055,Mahindra Bolero B4,580000,110000,Diesel,Manual,1st Owner,2020,2982 cc,5.0
3056,3056,Hyundai Xcent 1.1 CRDi Base,310000,70000,Diesel,Manual,2nd Owner,2015,2494 cc,5.0
3057,3057,Renault Kiger RXZ,750000,35000,Petrol,Manual,1st Owner,2021,1993 cc,5.0
3058,3058,Toyota Land Cruiser VX,15800000,56000,Diesel,Automatic,1st Owner,2018,1199 cc,5.0
3059,3059,Maruti Swift Dzire ZDI,535000,74200,Diesel,Manual,2nd Owner,2017,1047 cc,5.0
3060,3060,Toyota Fortuner 4x2 Manual,1500000,120000,Diesel,Manual,2nd Owner,2016,998 cc,5.0
3061,3061,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,300000,169000,Diesel,Manual,3rd Owner,2007,2925 cc,7.0
3062,3062,Mercedes-Benz C-Class C 220d,6200000,4000,Diesel,Automatic,1st Owner,2022,796 cc,7.0
3063,3063,Volkswagen Polo Diesel Trendline 1.2L,130000,90000,Diesel,Manual,3rd Owner,2010,1086 cc,5.0
3064,3064,Tata Tiago 1.05 Revotorq XT,300000,120000,Diesel,Manual,1st Owner,2017,1461 cc,5.0
